 lambda_center tau_sobolev
0 76.772 147.39663093616056
1 96.772 777.8500306653394
2 116.772 664.2819383166371
3 136.772 539.173983185869
4 156.772 499.1843213260563
5 176.772 918.9491463911236
6 196.772 327.91320336215256
7 216.772 532.6319146061182
8 236.772 377.7873891890659
9 256.772 400.6734112693796
10 276.772 415.7403832600148
11 296.772 220.2212415881828
12 316.772 201.64833078911863
13 336.772 175.98704938516173
14 356.772 120.33428880804371
15 376.772 58.83793033230774
16 396.772 58.81085751091004
17 416.772 127.49914196246606
18 436.772 105.02817196248024
19 456.772 342.1269707760888
20 476.772 117.68462730203304
21 496.772 25.26567350550385
22 516.772 57.29960499373751
23 536.772 28.717174697308113
24 556.772 169.31487110781532
25 576.772 102.03881581197304
26 596.772 39.11836383971018
27 616.772 87.5416732698363
28 636.772 207.38855818356768
29 656.772 135.81286466363193
30 676.772 144.5880368723701
31 696.772 11.63888047008396
32 716.772 35.60282041265414
33 736.772 117.94816825319083
34 756.772 129.95092147970288
35 776.772 131.09984280824452
36 796.772 152.84284809395385
37 816.772 72.52781995021972
38 836.772 202.3721538510494
39 856.772 114.371696832186
40 876.772 20.62519313654118
41 896.772 17.1596964055005
42 916.772 47.15074791741519
43 936.772 55.986984815166814
44 956.772 48.295317284503135
45 976.772 75.60864258275436
46 996.772 116.07071905927783
47 1016.7719999999999 91.64992942669544
48 1036.772 23.23383173088985
49 1056.772 43.729065227444536
50 1076.772 10.586490721276842
51 1096.772 5.206609750287326
52 1116.772 43.67289394824513
53 1136.772 53.58873462028434
54 1156.772 52.228551544231486
55 1176.772 91.76088374843484
56 1196.772 14.087375344536156
57 1216.772 85.12318033857349
58 1236.772 24.456017299305543
59 1256.772 15.350252967323295
60 1276.772 126.76917173186006
61 1296.772 99.92135112523218
62 1316.772 86.9841167149752
63 1336.772 26.4634935714888
64 1356.772 45.34149645639373
65 1376.772 95.58295763370624
66 1396.772 10.64794669049236
67 1416.772 46.50088582656548
68 1436.772 69.73666783250546
69 1456.772 27.450952320715302
70 1476.772 59.283599187536396
71 1496.772 21.5476165436028
72 1516.772 12.56104052057166
73 1536.772 22.63871325850711
74 1556.772 47.45787198088043
75 1576.772 12.996132424845534
76 1596.772 1.9482716170773269
77 1616.772 3.9358350754326445
78 1636.772 1.6547543794341726
79 1656.772 2.6638456252264517
80 1676.772 2.7833736359406926
81 1696.772 60.96458335880568
82 1716.772 31.925163392813833
83 1736.772 46.212845736679796
84 1756.772 78.90217814082278
85 1776.772 12.62626711806437
86 1796.772 14.154347919242056
87 1816.772 36.5937440407596
88 1836.772 26.98589899751036
89 1856.772 18.13321875647667
90 1876.772 7.708088875260254
91 1896.772 0.7847755527518857
92 1916.772 25.342703137035606
93 1936.772 13.82798521382349
94 1956.772 3.8001722690303565
95 1976.772 2.1097417807556633
96 1996.772 3.8889253228638574
97 2016.772 4.129140218610016
98 2036.772 2.1724097545527767
99 2056.772 29.457592434483086
100 2076.772 5.464793234238904
101 2096.772 4.674317674839212
102 2116.772 8.978498704795719
103 2136.772 27.717871143828113
104 2156.772 68.54682102455119
105 2176.772 70.86814635000275
106 2196.772 12.311789169243982
107 2216.772 131.5488368832007
108 2236.772 13.780506681366617
109 2256.772 56.56474089426843
110 2276.772 47.26285272668661
111 2296.772 99.92937592403514
112 2316.772 58.8049100702099
113 2336.772 78.43930966695123
114 2356.772 6.804987704920836
115 2376.772 21.72593417706045
116 2396.772 70.46974473511492
117 2416.772 43.75961091649871
118 2436.772 10.934929156959281
119 2456.772 25.020931167615725
120 2476.772 12.354120096570716
121 2496.772 1.4453331095039579
122 2516.772 7.44518141011048
123 2536.772 14.43080412526565
124 2556.772 10.029128754035995
125 2576.772 6.978861662623185
126 2596.772 9.008170195263947
127 2616.772 10.120501131138443
128 2636.772 2.7402756413408036
129 2656.772 18.51533680381966
130 2676.772 14.779487752595603
131 2696.772 0.6196091866720232
132 2716.772 0.08555103655388764
133 2736.772 1.7020339601288852
134 2756.772 4.1654080341765
135 2776.772 0.08231860233715943
136 2796.772 2.3588507230283335
137 2816.772 2.5580986624207545
138 2836.772 0.39311248965404694
139 2856.772 13.0110939605619
140 2876.772 0.9518128179850317
141 2896.772 0.5460442296682028
142 2916.772 0.10121362005334035
143 2936.772 25.65257473698037
144 2956.772 0.19321966306828817
145 2976.772 9.608188198905014
146 2996.772 17.875355674074154
147 3016.772 16.929849582459916
148 3036.772 0.652077338800481
149 3056.772 5.057807927421015
150 3076.772 23.45559513216144
151 3096.772 35.56016302715345
152 3116.772 6.20043087249062
153 3136.772 0.21994675141425454
154 3156.772 6.947672151002425
155 3176.772 9.102594025357682
156 3196.772 2.6644244418027334
157 3216.772 7.86321875869581
158 3236.772 57.57332656006513
159 3256.772 54.775594697499606
160 3276.772 0.34595604229288185
161 3296.772 0.5398974565552425
162 3316.772 0.24274379199040572
163 3336.772 1.7398994415231537
164 3356.772 20.013662314359426
165 3376.772 0.22507631454157562
166 3396.772 1.0135084843500306
167 3416.772 1.5576118349377623
168 3436.772 13.172261088333077
169 3456.772 17.778970378831463
170 3476.772 32.78332086857296
171 3496.772 82.65068047335711
172 3516.772 34.948397380965794
173 3536.772 1.7033765540061494
174 3556.772 47.83677001888155
175 3576.772 3.5663355676457185
176 3596.772 0.49708883868412945
177 3616.772 90.48556321937703
178 3636.772 13.978713449952107
179 3656.772 0.35477110458156286
180 3676.772 44.70179805275901
181 3696.772 52.525697389614564
182 3716.772 0.20278663980797365
183 3736.772 0.741377070592619
184 3756.772 1.2638841799175997
185 3776.772 19.652056830468418
186 3796.772 10.8814913945844
187 3816.772 9.419748606571131
188 3836.772 7.526561372907699
189 3856.772 2.0971090828653134
190 3876.772 0.25009775742932133
191 3896.772 0.03458510916370666
192 3916.772 6.418631966847925
193 3936.772 7.848765510038765
194 3956.772 2.306056151318546
195 3976.772 8.84424131103224
196 3996.772 0.15597685076440565
197 4016.772 0.03090403322763007
198 4036.772 0.11438426917467304
199 4056.772 0.00875257748784252
200 4076.772 0.6333595318237383
201 4096.772 0.017948823210617568
202 4116.772 0.08426758600249039
203 4136.772 0.017654741281938377
204 4156.772 0.0024776851303462883
205 4176.772 0.027681785972661552
206 4196.772 0.11467128461445456
207 4216.772 0.0057900109483680325
208 4236.772 0.23477678537252075
209 4256.772 0.002512616868338844
210 4276.772 36.4731702521839
211 4296.772 6.003871970379629
212 4316.772 18.39477311770639
213 4336.772 0.11375895572083215
214 4356.772 0.0027643507790822775
215 4376.772 5.722085454873387
216 4396.772 0.25074920814526563
217 4416.772 0.042444731563264164
218 4436.772 0.8953058724273247
219 4456.772 51.221282371572514
220 4476.772 0.7232344672259258
221 4496.772 0.617561516883838
222 4516.772 0.10851387420420221
223 4536.772 10.467646069637102
224 4556.772 1.812712002724577
225 4576.772 1.8327458463855495
226 4596.772 0.21274288264021157
227 4616.772 0.005203118380258975
228 4636.772 0.2210046653827084
