 lambda_center tau_sobolev
0 85.248 13539.33014268653
1 105.248 5242.4822126907575
2 125.24799999999999 5662.8415715905485
3 145.248 9074.32218548018
4 165.248 1048.7453789974325
5 185.248 335.19544855026743
6 205.248 1745.9127465974025
7 225.248 81.98031564948516
8 245.248 628.6730431794057
9 265.248 7325.239054354986
10 285.248 6486.375841913194
11 305.248 191.68452080677247
12 325.248 209.66984598909593
13 345.248 9010.137197205644
14 365.248 3280.369855333042
15 385.248 3450.3113837115593
16 405.248 1120.1067648093974
17 425.248 885.3543100210624
18 445.248 6354.373471284595
19 465.248 822.1132496495899
20 485.248 11322.370632443752
21 505.24800000000005 8837.170781269087
22 525.248 2396.0403829797965
23 545.248 7143.427321005847
24 565.248 3283.555489308905
25 585.248 3582.3272613118143
26 605.248 2354.0333522774904
27 625.248 3688.6632377335295
28 645.248 3241.4263071497103
29 665.248 192.07390052095005
30 685.248 448.42105759833936
31 705.248 1520.9612413354394
32 725.248 12277.61055406467
33 745.248 3252.0872926391357
34 765.248 5835.83267717883
35 785.248 7172.161853031179
36 805.248 3842.0857212252554
37 825.248 1725.7972824465533
38 845.248 4659.7699360457
39 865.248 10520.384625116549
40 885.248 575.4545918592092
41 905.248 236.11779157465622
42 925.248 3661.9864829581525
43 945.248 1726.5325617962235
44 965.248 3347.5191085624347
45 985.248 198.37360013813222
46 1005.248 2331.7576400409
47 1025.248 459.2096832680056
48 1045.248 271.1328811984008
49 1065.248 4.384506639953866
50 1085.248 99.58899102420884
51 1105.248 255.555336197004
52 1125.248 1740.386627694203
53 1145.248 156.01684394080775
54 1165.248 2115.4650318734543
55 1185.248 2006.1900808180358
56 1205.248 659.1701255820433
57 1225.248 572.0170039303924
58 1245.248 3259.3015807532142
59 1265.248 52.34917521422522
60 1285.248 105.44023961406076
61 1305.248 2266.533713063252
62 1325.248 18.04741234848791
63 1345.248 40.010841470176906
64 1365.248 2621.8228575678754
65 1385.248 1801.6242042190493
66 1405.248 543.4895724787696
67 1425.248 587.4705854537654
68 1445.248 966.9446455023763
69 1465.248 2997.7361583264656
70 1485.248 13.019392563130273
71 1505.248 660.7100562000207
72 1525.248 5.952987415169898
73 1545.248 2484.9958393250304
74 1565.248 1123.1354430567867
75 1585.248 1772.6801809999583
76 1605.248 174.1375910939622
77 1625.248 665.8012066612525
78 1645.248 244.70605046215084
79 1665.248 1498.4210711670473
80 1685.248 124.32649497316827
81 1705.248 64.7341778266107
82 1725.248 375.7518993838597
83 1745.248 65.13749493870799
84 1765.248 83.61155037428112
85 1785.248 20.90985249608351
86 1805.248 4.737918401211353
87 1825.248 17.60620451852887
88 1845.248 54.666465630819275
89 1865.248 1446.2556968576166
90 1885.248 0.6917725181088434
91 1905.248 2024.8807137487581
92 1925.248 1.3509794332866096
93 1945.248 16.638002838791124
94 1965.248 28.104792520219924
95 1985.248 203.73949870815525
96 2005.248 3363.137874049719
97 2025.248 2345.8210968428734
98 2045.248 506.95442417993854
99 2065.248 1904.6967159045118
100 2085.248 243.74394516708085
101 2105.248 1369.7015473124025
102 2125.248 607.8936127843929
103 2145.248 87.59532887998687
104 2165.248 134.4701381178032
105 2185.248 276.9615105199549
106 2205.248 210.65038162705517
107 2225.248 420.56880656813
108 2245.248 245.10023898772107
109 2265.248 426.6371980723611
110 2285.248 169.40131649125152
