 lambda_center tau_sobolev
0 84.574 14424.596000546366
1 104.574 1473.7490552032223
2 124.57400000000001 26647.91524387799
3 144.574 194.72281533011085
4 164.574 211.9779758570023
5 184.574 8885.69782840159
6 204.574 99.03782008755896
7 224.574 728.1516433477071
8 244.574 778.9974454247947
9 264.574 9616.14481231025
10 284.574 16579.47191477074
11 304.574 2340.6456797957644
12 324.574 863.128250321515
13 344.574 15678.315190455527
14 364.574 8351.259890841202
15 384.574 18458.893893562785
16 404.574 3176.3500194635344
17 424.574 3489.5426373194105
18 444.574 4714.414273845882
19 464.574 7006.322693564626
20 484.574 15453.328113776488
21 504.57399999999996 15303.045647592338
22 524.574 9186.859277289142
23 544.574 27874.558169788244
24 564.574 5144.470295831717
25 584.574 627.5851034203563
26 604.574 5197.549372843887
27 624.574 8154.35224468857
28 644.574 2306.7880007918034
29 664.574 1465.692129376124
30 684.574 2047.3399568661537
31 704.574 9412.082526892966
32 724.574 7205.920950320058
33 744.574 5626.537865921207
34 764.574 21062.79320970666
35 784.574 18322.826640459407
36 804.574 20190.09464938393
37 824.574 3881.165019968383
38 844.574 6292.121803504363
39 864.574 10405.94244202321
40 884.574 3382.4735650612447
41 904.574 992.1341230904957
42 924.574 10571.506972078721
43 944.574 21115.17982409088
44 964.574 654.0135092755356
45 984.574 755.9360437653394
46 1004.574 434.9695035631056
47 1024.574 4402.545293971078
48 1044.574 8425.929222610432
49 1064.574 1418.0942549438948
50 1084.574 607.9965258167201
51 1104.574 794.9831360756175
52 1124.574 492.3937963948813
53 1144.574 4331.482409872618
54 1164.574 2184.1524915283735
55 1184.574 1352.2978547453206
56 1204.574 118.0264039141441
57 1224.574 5281.83913870308
58 1244.574 3661.6909387598735
59 1264.574 2103.180634591888
60 1284.574 4367.547511791126
61 1304.574 587.5880886718317
62 1324.574 119.30422972990502
63 1344.574 399.21681801797234
64 1364.574 602.5346763961026
65 1384.574 485.2722022572915
66 1404.574 435.2693746664311
67 1424.574 5654.058471933664
68 1444.574 1905.1948199578235
69 1464.574 1918.153613981057
70 1484.574 1073.3889015075479
71 1504.574 203.31094777638717
72 1524.574 555.7869346447482
73 1544.574 719.8000313385438
74 1564.574 582.2034439264517
75 1584.574 2720.613204902928
76 1604.574 2040.2925487555844
77 1624.574 6239.449653315675
78 1644.574 539.1490740742521
79 1664.574 2447.225002469435
80 1684.574 773.2235435259505
81 1704.574 2104.4010864437378
82 1724.574 321.3307897252991
83 1744.574 249.16890668528174
84 1764.574 245.674848293748
85 1784.574 411.2933985457513
86 1804.574 634.5215725938623
87 1824.574 187.29643162205218
88 1844.574 454.10671194553265
89 1864.574 97.11379071103791
90 1884.574 1562.1542009077243
91 1904.574 4495.69709259387
92 1924.574 161.44243591735207
93 1944.574 134.04327819240837
94 1964.574 1176.3177244753324
95 1984.574 2102.351959535353
96 2004.574 1387.4513883657946
97 2024.574 2574.986175184742
98 2044.574 1940.3280390283335
99 2064.574 7042.784913399062
100 2084.574 1632.7488203080513
101 2104.574 1088.645620397913
102 2124.574 136.78565719089454
103 2144.574 1177.4761605668466
104 2164.574 2460.4590670003777
105 2184.574 852.8141848923476
106 2204.574 681.0726304062487
107 2224.574 1705.949307534448
108 2244.574 8007.829646079882
109 2264.574 13753.246784577239
110 2284.574 2720.30324762307
111 2304.574 2757.8145622739635
112 2324.574 2800.6915654824033
113 2344.574 5280.561826594802
114 2364.574 4794.118179210856
115 2384.574 3087.810497964822
116 2404.574 1130.8958828368466
117 2424.574 457.03491328361577
118 2444.574 1433.8521595250234
119 2464.574 1694.0234557943145
120 2484.574 572.868358755493
121 2504.574 1902.29557374837
122 2524.574 2215.222545296521
123 2544.574 1916.9420145521617
124 2564.574 1780.1714654668533
125 2584.574 1838.349203213676
126 2604.574 954.7198571327682
127 2624.574 1648.6583393669464
128 2644.574 2173.0026363042875
129 2664.574 930.566050878146
130 2684.574 4256.877172953053
131 2704.574 2153.728332000677
132 2724.574 668.9842412444383
133 2744.574 1072.8129293996035
134 2764.574 1882.8697412556635
135 2784.574 20.959691625370528
136 2804.574 33.3267221624657
137 2824.574 582.4513758907743
138 2844.574 619.3106945536545
139 2864.574 7188.275805626691
140 2884.574 1346.0940078326491
141 2904.574 404.5994071280089
142 2924.574 470.26425535287734
143 2944.574 54.32923620839205
144 2964.574 440.8939509202262
145 2984.574 1065.7921394959835
146 3004.574 7550.458338253639
147 3024.574 1702.8340099754419
